superkingdom	baltimore	phylum	class	order	family	subfamily	genus	species	name	tax_id
NA		NA	NA	NA	NA	NA	NA	NA	Bacteria	2
Bacteria		NA	NA	NA	NA	NA	NA	NA	Firmicutes	1239
Bacteria		Firmicutes	NA	NA	NA	NA	NA	NA	Bacilli	91061
Bacteria		Firmicutes	Bacilli	NA	NA	NA	NA	NA	Bacillales	1385
Bacteria		Firmicutes	Bacilli	Bacillales	NA	NA	NA	NA	Bacillaceae	186817
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Bacillus	NA	Bacillus cereus	1396
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Bacillus	NA	Bacillus anthracis	1392
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Bacillus	NA	Bacillus amyloliquefaciens	1390
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Bacillus	NA	Bacillus velezensis	492670
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Bacillus	NA	Bacillus subtilis	1423
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Geobacillus	NA	Geobacillus thermodenitrificans	33940
Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	Lysinibacillus	NA	Lysinibacillus sp. Marseille-P5727	2086577
Bacteria		Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA	NA	NA	Staphylococcus	1279
Bacteria		Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA	Staphylococcus	NA	Staphylococcus aureus	1280
Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA	NA	Streptococcus	1301
Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	Streptococcus	NA	Streptococcus pyogenes	1314
Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	Streptococcus	NA	Streptococcus thermophilus	1308
Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	Lactobacillus	NA	Lactobacillus ruminis	1623
Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	Enterococcus	NA	Enterococcus faecalis	1351
Bacteria		Firmicutes	Clostridia	NA	NA	NA	NA	NA	Clostridiales	186802
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	NA	Clostridium	1485
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	Clostridium	NA	Clostridium botulinum	1491
Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	Clostridium	NA	Clostridium tyrobutyricum	1519
Bacteria		Firmicutes	Clostridia	Clostridiales	NA	NA	NA	NA	Lachnospiraceae	186803
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Anaerotignum	NA	Anaerotignum propionicum	28446
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA	[Eubacterium] rectale	39491
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Roseburia	NA	Roseburia hominis	301301
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Anaerostipes	NA	Anaerostipes hadrus	649756
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Lachnoclostridium	NA	Lachnoclostridium phocaeense	1871021
Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Herbinix	NA	Herbinix luporum	1679721
Bacteria		Firmicutes	Clostridia	Clostridiales	NA	NA	NA	NA	Peptococcaceae	186807
Bacteria		Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	NA	NA	Desulfitobacterium	36853
Bacteria		Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	Desulfitobacterium	NA	Desulfitobacterium metallireducens	142877
Bacteria		Firmicutes	Clostridia	Clostridiales	NA	NA	NA	NA	Peptostreptococcaceae	186804
Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	Peptoclostridium	NA	Peptoclostridium acidaminophilum	1731
Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	Faecalibacterium	NA	Faecalibacterium prausnitzii	853
Bacteria		Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	NA	Hungateiclostridium	NA	Hungateiclostridium saccincola	1677857
Bacteria		Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	NA	Eubacterium	NA	[Eubacterium] hallii	39488
Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	NA	Mahella	NA	Mahella australiensis	252966
Bacteria		Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	Selenomonas	NA	Selenomonas sp. oral taxon 136	713030
Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	NA	NA	Megasphaera	906
Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	Megasphaera	NA	Megasphaera elsdenii	907
Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	Megasphaera	NA	Megasphaera hexanoica	1675036
Bacteria		Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	Veillonella	NA	Veillonella parvula	29466
Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	Turicibacter	NA	Turicibacter sp. H121	1712675
Bacteria		Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	NA	Finegoldia	NA	Finegoldia magna	1260
Bacteria		NA	NA	NA	NA	NA	NA	NA	Actinobacteria	201174
Bacteria		Actinobacteria	NA	NA	NA	NA	NA	NA	Actinobacteria	1760
Bacteria		Actinobacteria	Actinobacteria	NA	NA	NA	NA	NA	Corynebacteriales	85007
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	NA	NA	Corynebacterium	1716
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium kroppenstedtii	161879
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium vitaeruminis	38305
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium sp. 2183	2080740
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium argentoratense	42817
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium flavescens	28028
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium singulare	161899
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium simulans	146827
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium phocae	161895
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium casei	160386
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium timonense	441500
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium atypicum	191610
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium camporealensis	161896
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium glutamicum	1718
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium sp. ATCC 6931	1487956
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium diphtheriae	1717
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium cystitidis	35757
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium sp. NML98-0116	702967
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium falsenii	108486
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium ulcerans	65058
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium jeikeium	38289
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium striatum	43770
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium sphenisci	191493
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium deserti	1408191
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium renale	1724
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium genitalium	38288
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium marinum	349751
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium frankenforstense	1230998
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium callunae	1721
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium variabile	1727
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium glaucum	187491
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium halotolerans	225326
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	Corynebacterium	NA	Corynebacterium sp. 2184	2079535
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	NA	NA	NA	NA	Mycobacteriaceae	1762
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	Mycobacterium	NA	Mycobacterium leprae	1769
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	Mycobacterium	NA	Mycobacterium tuberculosis	1773
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	NA	NA	Mycolicibacter	1073531
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	Mycolicibacter	NA	Mycolicibacter terrae	1788
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	Hoyosella	NA	Hoyosella subflava	639313
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	NA	NA	Mycolicibacterium	1866885
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	NA	Mycobacteroides	NA	Mycobacteroides abscessus	36809
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	NA	NA	NA	Nocardia	1817
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	NA	Nocardia	NA	Nocardia cyriacigeorgica	135487
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	NA	Rhodococcus	NA	Rhodococcus sp. MTM3W5.2	1805827
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	NA	NA	NA	Gordonia	2053
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	NA	Gordonia	NA	Gordonia polyisoprenivorans	84595
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	Segniliparaceae	NA	Segniliparus	NA	Segniliparus rotundus	286802
Bacteria		Actinobacteria	Actinobacteria	Corynebacteriales	NA	NA	Lawsonella	NA	Lawsonella clevelandensis	1528099
Bacteria		Actinobacteria	Actinobacteria	NA	NA	NA	NA	NA	Propionibacteriales	85009
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	NA	NA	NA	NA	Propionibacteriaceae	31957
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	NA	NA	Cutibacterium	1912216
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Cutibacterium	NA	Cutibacterium acnes	1747
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Cutibacterium	NA	Cutibacterium avidum	33010
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Tessaracoccus	NA	Tessaracoccus aquimaris	1332264
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Tessaracoccus	NA	Tessaracoccus sp. Marseille-P5995	2161816
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Propionimicrobium	NA	Propionimicrobium sp. Marseille-P3275	1871034
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	NA	NA	Acidipropionibacterium	1912215
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Propionibacterium	NA	Propionibacterium sp. oral taxon 193	671223
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA	Pseudopropionibacterium	NA	Pseudopropionibacterium propionicum	1750
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA	NA	NA	Nocardioides	1839
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA	Nocardioides	NA	Nocardioides sp. 78	2045452
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA	Marmoricola	NA	Marmoricola scoriae	642780
Bacteria		Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA	Actinopolymorpha	NA	Actinopolymorpha singaporensis	117157
Bacteria		Actinobacteria	Actinobacteria	NA	NA	NA	NA	NA	Micrococcales	85006
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	NA	NA	NA	NA	Microbacteriaceae	85023
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	NA	Microbacterium	33882
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacterium	NA	Microbacterium sp. CGR1	1696072
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacterium	NA	Microbacterium foliorum	104336
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacterium	NA	Microbacterium aurum	36805
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacterium	NA	Microbacterium sp. XT11	367477
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacterium	NA	Microbacterium sp. 1.5R	1916917
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Microbacterium	NA	Microbacterium sp. TPU 3598	1938334
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Candidatus Aquiluna	NA	Candidatus Aquiluna sp. UB-MaderosW2red	1855377
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Clavibacter	Clavibacter michiganensis	Clavibacter michiganensis subsp. sepedonicus	31964
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Clavibacter	Clavibacter michiganensis	Clavibacter michiganensis subsp. insidiosus	33014
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	NA	Aurantimicrobium	1705353
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	Cnuibacter	NA	Cnuibacter physcomitrellae	1619308
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	NA	NA	NA	NA	Micrococcaceae	1268
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA	NA	Arthrobacter	1663
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	Arthrobacter	NA	Arthrobacter crystallopoietes	37928
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	Arthrobacter	NA	Arthrobacter alpinus	656366
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	Zhihengliuella	NA	Zhihengliuella sp. ISTPL4	2058657
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	Neomicrococcus	NA	Neomicrococcus aestuarii	556325
Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	Kocuria	NA	Kocuria palustris	71999
Bacteria		Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	NA	Streptosporangium	NA	Streptosporangium roseum	2001
Bacteria		Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	NA	Thermobifida	NA	Thermobifida fusca	2021
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	NA	NA	NA	NA	Bifidobacteriaceae	31953
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	NA	NA	Bifidobacterium	1678
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Bifidobacterium	NA	Bifidobacterium breve	1685
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Bifidobacterium	NA	Bifidobacterium bifidum	1681
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Bifidobacterium	NA	Bifidobacterium animalis	28025
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Bifidobacterium	NA	Bifidobacterium thermophilum	33905
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Bifidobacterium	NA	Bifidobacterium adolescentis	1680
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Bifidobacterium	NA	Bifidobacterium longum	216816
Bacteria		Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	Gardnerella	NA	Gardnerella vaginalis	2702
Bacteria		Actinobacteria	Actinobacteria	Pseudonocardiales	NA	NA	NA	NA	Pseudonocardiaceae	2070
Bacteria		Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	Amycolatopsis	NA	Amycolatopsis methanolica	1814
Bacteria		Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	Amycolatopsis	NA	Amycolatopsis keratiniphila	129921
Bacteria		Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	Alloactinosynnema	NA	Alloactinosynnema sp. L-07	1653480
Bacteria		Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	Pseudonocardia	NA	Pseudonocardia sp. HH130630-07	1690815
Bacteria		Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	Kibdelosporangium	NA	Kibdelosporangium phytohabitans	860235
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA	NA	Actinomycetaceae	2049
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	NA	Actinomyces	1654
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	Actinomyces	NA	Actinomyces sp. oral taxon 414	712122
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	Actinomyces	NA	Actinomyces sp. Z16	2079536
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	Actinomyces	NA	Actinomyces gaoshouyii	1960083
Bacteria		Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	NA	Actinotignum	1653174
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	Streptomyces	NA	Streptomyces nodosus	40318
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	Streptomyces	NA	Streptomyces hygroscopicus	1912
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	Streptomyces	NA	Streptomyces pristinaespiralis	38300
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	Streptomyces	NA	Streptomyces katrae	68223
Bacteria		Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	NA	Streptomyces	NA	Streptomyces pratensis	1169025
Bacteria		Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	NA	Candidatus Nanopelagicus	NA	Candidatus Nanopelagicus abundans	1884916
Bacteria		Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	Actinoplanes	NA	Actinoplanes derwentensis	113562
Bacteria		Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	NA	Salinispora	168694
Bacteria		Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	NA	Actinopolyspora	NA	Actinopolyspora erythraea	414996
Bacteria		Actinobacteria	Actinobacteria	Geodermatophilales	NA	NA	NA	NA	Geodermatophilaceae	85030
Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	NA	NA	Coriobacteriaceae bacterium 68-1-3	1531429
Bacteria		Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	NA	Rubrobacter	NA	Rubrobacter radiotolerans	42256
Bacteria		NA	NA	NA	NA	NA	NA	NA	Cyanobacteria	1117
Bacteria		Cyanobacteria	NA	NA	NA	NA	NA	NA	Nostocales	1161
Bacteria		Cyanobacteria	NA	Nostocales	Rivulariaceae	NA	NA	NA	Calothrix	1186
Bacteria		Cyanobacteria	NA	Nostocales	Rivulariaceae	NA	Calothrix	NA	Calothrix sp. PCC 7507	99598
Bacteria		Cyanobacteria	NA	Nostocales	Nostocaceae	NA	Nostoc	NA	Nostoc sp. CENA543	1869241
Bacteria		Cyanobacteria	NA	Nostocales	Scytonemataceae	NA	Scytonema	NA	Scytonema sp. HK-05	1137095
Bacteria		Cyanobacteria	NA	Synechococcales	Synechococcaceae	NA	Synechococcus	NA	Synechococcus sp. PCC 7502	1173263
Bacteria		Cyanobacteria	NA	Oscillatoriales	Coleofasciculaceae	NA	Geitlerinema	NA	Geitlerinema sp. PCC 7407	1173025
Bacteria		Cyanobacteria	NA	NA	NA	NA	NA	NA	cyanobacterium endosymbiont of Epithemia turgida	718217
Bacteria		Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	NA	Deinococcus	NA	Deinococcus radiodurans	1299
Bacteria		NA	NA	NA	NA	NA	NA	NA	Tenericutes	544448
Bacteria		NA	NA	NA	NA	NA	NA	NA	Proteobacteria	1224
Bacteria		Proteobacteria	NA	NA	NA	NA	NA	NA	Alphaproteobacteria	28211
Bacteria		Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA	Rhizobiales	356
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA	Methylobacteriaceae	119045
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	NA	NA	Methylobacterium	407
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. XJLW	1826873
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. 17Sr1-43	2202828
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium oryzae	334852
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. 17Sr1-28	2202827
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium phyllosphaerae	418223
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. 17Sr1-1	2202826
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. 4-46	426117
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium currus	2051553
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium nodulans	114616
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. 17SD2-17	2202825
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium radiotolerans	31998
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium aquaticum	270351
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. C1	1479019
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. DM1	2067957
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylobacterium	NA	Methylobacterium sp. AMS5	925818
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	NA	NA	Microvirga	186650
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Microvirga	NA	Microvirga ossetica	1882682
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	NA	Methylorubrum	NA	Methylorubrum populi	223967
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA	Bradyrhizobiaceae	41294
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	NA	NA	Bosea	85413
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	Bosea	NA	Bosea sp. AS-1	2015316
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	NA	NA	Bradyrhizobium	374
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	Bradyrhizobium	NA	Bradyrhizobium sp.	376
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	Bradyrhizobium	NA	Bradyrhizobium sp. SK17	2057741
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	NA	NA	Bradyrhizobiaceae bacterium SG-6C	709797
Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA	NA	Liberibacter	34019
